,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
74,0.687,0.785,1,-4.65,1,0.0333,0.327,0.0,0.203,0.655,106.046,audio_features,5ZSl6gDoV6bPPxzmLeneV9,spotify:track:5ZSl6gDoV6bPPxzmLeneV9,https://api.spotify.com/v1/tracks/5ZSl6gDoV6bPPxzmLeneV9,https://api.spotify.com/v1/audio-analysis/5ZSl6gDoV6bPPxzmLeneV9,194408,4
75,0.652,0.898,7,-4.481,0,0.0361,0.29,0.0,0.073,0.472,114.043,audio_features,49COPp81lGS9Hl9OwKlsKl,spotify:track:49COPp81lGS9Hl9OwKlsKl,https://api.spotify.com/v1/tracks/49COPp81lGS9Hl9OwKlsKl,https://api.spotify.com/v1/audio-analysis/49COPp81lGS9Hl9OwKlsKl,193377,4
76,0.733,0.886,2,-1.856,0,0.0426,0.0481,1.81e-06,0.191,0.696,126.031,audio_features,73QyyUMMvtNELmULI4FOsp,spotify:track:73QyyUMMvtNELmULI4FOsp,https://api.spotify.com/v1/tracks/73QyyUMMvtNELmULI4FOsp,https://api.spotify.com/v1/audio-analysis/73QyyUMMvtNELmULI4FOsp,175435,4
77,0.68,0.942,9,-4.208,1,0.0631,0.175,0.0013,0.117,0.647,123.976,audio_features,5s7xgzXtmY4gMjeSlgisjy,spotify:track:5s7xgzXtmY4gMjeSlgisjy,https://api.spotify.com/v1/tracks/5s7xgzXtmY4gMjeSlgisjy,https://api.spotify.com/v1/audio-analysis/5s7xgzXtmY4gMjeSlgisjy,229813,4
78,0.68,0.85,10,-2.785,1,0.0661,0.207,1.98e-06,0.339,0.71,124.942,audio_features,1qp0ptMXNg9hqLH8sk7cc2,spotify:track:1qp0ptMXNg9hqLH8sk7cc2,https://api.spotify.com/v1/tracks/1qp0ptMXNg9hqLH8sk7cc2,https://api.spotify.com/v1/audio-analysis/1qp0ptMXNg9hqLH8sk7cc2,202213,4
79,0.698,0.869,6,-3.294,1,0.0467,0.0223,0.0,0.121,0.715,125.007,audio_features,0mGJTKRIuCOJtiT4YkJHiv,spotify:track:0mGJTKRIuCOJtiT4YkJHiv,https://api.spotify.com/v1/tracks/0mGJTKRIuCOJtiT4YkJHiv,https://api.spotify.com/v1/audio-analysis/0mGJTKRIuCOJtiT4YkJHiv,203387,4
80,0.632,0.434,7,-13.478,1,0.0424,0.0964,0.769,0.0988,0.11,119.989,audio_features,4bPX3ZV62LJxidVbYjlhZL,spotify:track:4bPX3ZV62LJxidVbYjlhZL,https://api.spotify.com/v1/tracks/4bPX3ZV62LJxidVbYjlhZL,https://api.spotify.com/v1/audio-analysis/4bPX3ZV62LJxidVbYjlhZL,381157,4
81,0.53,0.8,1,-4.883,1,0.029,0.00506,0.685,0.779,0.324,140.005,audio_features,7dOr8YJ2Kclf71cl90sn5R,spotify:track:7dOr8YJ2Kclf71cl90sn5R,https://api.spotify.com/v1/tracks/7dOr8YJ2Kclf71cl90sn5R,https://api.spotify.com/v1/audio-analysis/7dOr8YJ2Kclf71cl90sn5R,276627,4
82,0.68,0.821,0,-3.77,1,0.041,0.0956,0.00315,0.0826,0.571,105.986,audio_features,2Sy2oGjP5RYB4cLVoDU0Gz,spotify:track:2Sy2oGjP5RYB4cLVoDU0Gz,https://api.spotify.com/v1/tracks/2Sy2oGjP5RYB4cLVoDU0Gz,https://api.spotify.com/v1/audio-analysis/2Sy2oGjP5RYB4cLVoDU0Gz,173266,4
83,0.536,0.745,1,-7.695,1,0.0537,0.327,0.0,0.312,0.5,122.481,audio_features,1KqquoEp6nWY1s46lwFoTF,spotify:track:1KqquoEp6nWY1s46lwFoTF,https://api.spotify.com/v1/tracks/1KqquoEp6nWY1s46lwFoTF,https://api.spotify.com/v1/audio-analysis/1KqquoEp6nWY1s46lwFoTF,188053,4
84,0.639,0.71,6,-3.358,1,0.0479,0.483,2.22e-06,0.219,0.373,136.004,audio_features,4bw3ZyWA1ui0Adu285NWDl,spotify:track:4bw3ZyWA1ui0Adu285NWDl,https://api.spotify.com/v1/tracks/4bw3ZyWA1ui0Adu285NWDl,https://api.spotify.com/v1/audio-analysis/4bw3ZyWA1ui0Adu285NWDl,248906,4
85,0.669,0.707,4,-7.263,0,0.041,0.00117,0.123,0.585,0.789,127.994,audio_features,35L7QOIRqFQ0IbOspwQcq5,spotify:track:35L7QOIRqFQ0IbOspwQcq5,https://api.spotify.com/v1/tracks/35L7QOIRqFQ0IbOspwQcq5,https://api.spotify.com/v1/audio-analysis/35L7QOIRqFQ0IbOspwQcq5,356827,4
86,0.671,0.848,0,-3.202,0,0.0779,0.0107,0.000198,0.122,0.292,125.941,audio_features,7A0kyzZwkyztNsNeEsTiPX,spotify:track:7A0kyzZwkyztNsNeEsTiPX,https://api.spotify.com/v1/tracks/7A0kyzZwkyztNsNeEsTiPX,https://api.spotify.com/v1/audio-analysis/7A0kyzZwkyztNsNeEsTiPX,266680,4
87,0.608,0.913,11,-5.034,0,0.061,0.00902,0.0,0.162,0.67,124.899,audio_features,5VlyxtjCKSk2ETp1D3W0GX,spotify:track:5VlyxtjCKSk2ETp1D3W0GX,https://api.spotify.com/v1/tracks/5VlyxtjCKSk2ETp1D3W0GX,https://api.spotify.com/v1/audio-analysis/5VlyxtjCKSk2ETp1D3W0GX,194400,4
88,0.901,0.934,11,-2.345,1,0.273,0.00794,7.68e-05,0.194,0.868,150.037,audio_features,65ES1qwOB577ZnTkizMXJJ,spotify:track:65ES1qwOB577ZnTkizMXJJ,https://api.spotify.com/v1/tracks/65ES1qwOB577ZnTkizMXJJ,https://api.spotify.com/v1/audio-analysis/65ES1qwOB577ZnTkizMXJJ,156800,4
89,0.785,0.721,8,-5.457,1,0.0506,0.0149,0.00432,0.285,0.894,121.962,audio_features,2Wo6QQD1KMDWeFkkjLqwx5,spotify:track:2Wo6QQD1KMDWeFkkjLqwx5,https://api.spotify.com/v1/tracks/2Wo6QQD1KMDWeFkkjLqwx5,https://api.spotify.com/v1/audio-analysis/2Wo6QQD1KMDWeFkkjLqwx5,176219,4
90,0.78,0.68,4,-6.081,1,0.0305,0.141,1.2e-05,0.138,0.594,118.026,audio_features,023OVLNzXhX0j7CxswUt6D,spotify:track:023OVLNzXhX0j7CxswUt6D,https://api.spotify.com/v1/tracks/023OVLNzXhX0j7CxswUt6D,https://api.spotify.com/v1/audio-analysis/023OVLNzXhX0j7CxswUt6D,180560,4
91,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,audio_features,0E9ZjEAyAwOXZ7wJC0PD33,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,https://api.spotify.com/v1/tracks/0E9ZjEAyAwOXZ7wJC0PD33,https://api.spotify.com/v1/audio-analysis/0E9ZjEAyAwOXZ7wJC0PD33,184560,4
92,0.593,0.392,10,-6.872,0,0.0257,0.382,0.000114,0.131,0.25,75.065,audio_features,3W2ZcrRsInZbjWylOi6KhZ,spotify:track:3W2ZcrRsInZbjWylOi6KhZ,https://api.spotify.com/v1/tracks/3W2ZcrRsInZbjWylOi6KhZ,https://api.spotify.com/v1/audio-analysis/3W2ZcrRsInZbjWylOi6KhZ,282813,4
93,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,audio_features,7ef4DlsgrMEH11cDZd32M6,spotify:track:7ef4DlsgrMEH11cDZd32M6,https://api.spotify.com/v1/tracks/7ef4DlsgrMEH11cDZd32M6,https://api.spotify.com/v1/audio-analysis/7ef4DlsgrMEH11cDZd32M6,214847,4
94,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,audio_features,2OALaHcDdKkjYEpAr0Qzab,spotify:track:2OALaHcDdKkjYEpAr0Qzab,https://api.spotify.com/v1/tracks/2OALaHcDdKkjYEpAr0Qzab,https://api.spotify.com/v1/audio-analysis/2OALaHcDdKkjYEpAr0Qzab,181812,4
